GivenName,Surname,StreetAddress,TelephoneNumber
James,Davis,"3216 Rogers Road",416-653-7719
Robert,Hartz,"1405 rue Parc",819-578-0039
Robert,Smith,"4251 St Marys Rd",204-298-2605
Danny,Newberry,"4197 Galts Ave",403-227-1971
Justin,Watts,"4695 Bridgeport Rd",519-806-2424
Erin,Oxley,"1347 Elizabeth St",416-673-3122
Bobby,Smith,"4860 Sixth Street",604-759-4114
Jeannine,Hunt,"1137 Bayfield St",905-284-8521
Marcia,Bacon,"1008 Terry Fox Dr",306-722-9064
Alexander,Ewing,"638 Robson St",604-488-4289
Mark,Leija,"1320 Main St",902-341-0309
Lori,Evans,"309 Tolmie St",604-638-9690
James,Long,"858 Churchill Plaza",705-541-0673
Larry,Hou,"773 Wentz Avenue",306-241-7274
Leona,Bushnell,"1618 Parkdale Avenue",905-544-0386
Maria,Delapena,"337 Danforth Avenue",416-778-0796
Dan,Sessions,"598 Speers Road",289-242-1461
Christopher,Dominguez,"332 Blanshard",250-222-3653
Sonja,Langlinais,"4415 Blanshard",250-414-3841
Kimberly,Arredondo,"1401 boulevard des Laurentides",819-719-0902
Karen,Harris,"1305 Reserve St",613-269-8621
Elizabeth,Doan,"172 Maria St",905-592-1845
Peter,Simmon,"897 avenue Royale",418-802-8437
Daniel,Oviedo,"2486 Landon Street",705-744-2105
Boyd,Krueger,"4056 Port Washington Road",403-666-5843
Ruth,Cargo,"802 90th Avenue",403-565-7162
John,Gottschalk,"3650 Campsite Road",780-960-4473
Robert,Henderson,"4317 Orenda Rd",905-459-2694
Rafael,Carmean,"1166 Blanshard",250-880-3823
Jeff,Holliday,"2731 Weston Rd",416-248-5281
Stephanie,Stanfill,"2886 Blue Rocks Road",902-624-8231
James,Shelton,"1886 Carling Avenue",613-203-9519
William,Miles,"1903 Blanshard",250-995-3669
Frances,Kuehner,"4588 rue Levy",514-929-8227
Jeffrey,Ray,"1908 Eglinton Avenue",416-483-2012
Oliver,Brock,"2667 Heritage Drive",403-803-2820
Pearl,Gray,"4847 George Street",705-768-9109
Curtis,Collins,"896 49th Avenue",867-690-0700
David,Jesus,"3179 Roger Street",250-518-9200
Cheryl,Bullard,"4194 Bayfield St",905-652-0772
Lois,Tschida,"4050 Robson St",604-999-3250
Steven,White,"993 50th Street",780-209-1046
Ralph,Bond,"4053 Hyde Park Road",519-808-9191
Emma,Rivas,"1753 Lock Street",519-835-5124
Katherine,Padilla,"530 102nd Avenue",250-513-2848
Helen,Ruiz,"325 Blue Rocks Road",902-640-0786
Evelina,Whyte,"3031 Bellwood Acres Rd",705-766-7796
Luis,Romero,"1765 90th Avenue",403-579-1359
Shirley,Hill,"3147 102nd Avenue",250-505-8045
Ruby,Knipe,"288 rue des Églises Est",819-787-6687
Nancy,Berg,"4292 Carling Avenue",613-314-1436
Mike,Packard,"3734 Boulevard Laflèche",418-222-6691
Rex,Beltran,"4683 Royal Avenue",778-885-3472
Dustin,Garcia,"1974 MacLaren Street",613-231-5643
Scott,Washington,"1708 7th Ave",403-260-7630
Cory,Betz,"906 90th Avenue",403-677-7423
Miguel,Ross,"456 Bay Street",416-822-1757
Samantha,Jimenez,"1151 Port Washington Road",403-773-2683
Doris,Bair,"3598 King Street",705-345-4969
Andrew,Stone,"589 King George Hwy",604-595-2782
Anthony,Copley,"1641 Bay Street",647-868-6786
Andrew,Anthony,"1719 99th St",780-814-0474
Sharon,Lewis,"2933 Reserve St",705-657-6815
John,Baker,"628 Goyeau Ave",519-561-3847
Margaret,Ward,"487 Nelson Street",807-879-9945
Gordon,Ramirez,"3827 Robson St",604-331-4456
Edward,Shaw,"2082 St Jean Baptiste St",819-855-2440
Janice,Fine,"4381 Heritage Drive",403-512-1085
Flora,Shively,"2793 5th Avenue",780-524-3091
Joe,Thomas,"4625 Islington Ave",416-560-0970
Hugh,Mach,"3202 Woodvale Drive",519-287-1686
Gregg,Chapman,"3557 Lockhart Drive",705-715-8024
Leona,Seeley,"1518 Fourth Avenue",403-688-4117
Daniel,Trujillo,"1879 Water Street",519-568-6051
Vernon,Lee,"4509 Eglinton Avenue",416-843-0523
Eliseo,Bynum,"2406 Reserve St",613-393-0977
Florence,Ballard,"3242 Boulevard Laflèche",418-629-6973
Wendy,Ramos,"3814 Yonge Street",416-272-7339
Joel,Smith,"3236 Eglinton Avenue",647-242-5680
Jimmie,Strine,"3810 Findlay Creek Road",250-432-5461
Cari,Petersen,"4777 rue Ontario Ouest",514-843-9372
John,Thies,"3008 Speers Road",905-467-0926
Richard,Moore,"4297 Nelson Street",807-442-8228
Lester,Delaney,"3942 Lockhart Drive",705-715-1015
Ellis,Anderson,"3881 Carling Avenue",613-327-1939
Joseph,Ramirez,"444 Garfield Road",902-838-2275
Dennis,Harder,"2787 Blanshard",250-896-5748
David,Marsh,"1780 Wallace Street",250-714-3280
Fred,Johnson,"3497 Dufferin Avenue",416-848-1439
Victoria,Snyder,"4008 Papineau Avenue",514-947-0777
Betty,Hayes,"3076 A Avenue",780-412-2566
Caitlin,Miller,"3063 Lynden Road",705-429-4433
Norman,Garza,"4724 Galts Ave",403-392-0486
Danny,Arias,"339 Sixth Street",604-520-1039
David,Williams,"3324 40th Street",780-481-0462
Mary,Collins,"1141 Speers Road",905-965-6376
Marguerite,George,"2650 Rose Street",306-591-6796
Gary,Anderson,"1915 Derry Rd",905-612-8103
Roy,Long,"864 40th Street",403-220-2113
Michael,Hawkins,"1037 Bellwood Acres Rd",705-766-1917
Ramiro,Duran,"2157 184th Street",780-450-5171
Michael,Wilcox,"2599 Saint-Denis Street",514-693-9923
Eric,Stewart,"3861 Burdett Avenue",250-588-7321
Anthony,Griffin,"1384 Bay Street",647-838-4701
Kelly,White,"113 Eagle Rd",416-233-8196
Carolina,Campos,"4648 St George Street",604-872-6213
Yvette,Chase,"4135 Kinchant St",250-486-1736
Willie,Vanleuven,"2186 chemin Georges",450-541-8751
Louise,Calhoun,"2967 Blanshard",250-405-3107
Martha,Connor,"2410 Baker Street",519-777-7613
Daniel,Henson,"4123 Kinchant St",250-560-6377
Carole,Johnson,"4028 Barton Street",905-661-4780
Robert,Wood,"3233 Weir Crescent",416-281-4183
James,Reyes,"110 Front Street",416-548-5089
John,Orozco,"286 Brand Road",306-931-6323
Anthony,Rudolph,"2320 Bay Street",647-833-7190
Ruth,Wright,"2077 90th Avenue",403-734-9626
Brett,Kraus,"27 Fallon Drive",519-727-7581
Larry,Balcom,"4479 rue des Églises Est",819-426-7003
Van,Sanders,"4427 Hillside Dr",705-848-6834
Corrina,Griffin,"2386 Pine Street",780-848-1147
Dale,Steele,"2843 102nd Avenue",250-581-6822
Evelyn,Swinton,"794 Blanshard",250-382-8816
Dustin,Turner,"4082 99th St",780-505-8473
Patrick,Stevens,"2145 Bridgeport Rd",905-852-4474
Ann,Perry,"1394 Reserve St",613-637-6135
Audrey,Rhodes,"3640 Reserve St",705-295-9323
Kathy,Holsey,"297 chemin du Lac",450-550-0003
Holly,Marquardt,"608 Front Street",902-382-8778
Charles,Lillie,"3700 Boulevard Laflèche",418-712-1281
Jesse,Ford,"4969 Water Street",519-588-2758
Hugh,Lopez,"2069 Queens Bay",250-226-5641
Charles,Brewer,"1467 Robson St",604-718-4017
Donna,Simonetti,"3204 3rd Avenue",403-635-7622
Jane,Anders,"2464 George Street",705-749-0524
Maxine,Donnelly,"3953 Coldstream Avenue",250-542-3102
Gordon,Wong,"4911 St. John Street",306-455-5915
Larry,Howell,"3368 Bridgeport Rd",519-938-9237
Lavinia,Weir,"790 A Avenue",780-422-6655
Jason,Boyden,"1772 River Street",519-431-4200
Thomas,Davis,"4146 5th Avenue",780-981-0368
Mary,Anderson,"3901 Heritage Drive",403-771-0884
Martin,Cummins,"3435 Jade St",604-274-4982
Lucretia,Thornton,"294 Township Rd",780-808-2772
Donald,Graf,"2154 Montreal Road",613-842-2782
Kathy,Allen,"1325 2nd Street",204-748-2422
Katie,Bush,"1796 MacLaren Street",613-565-5125
Calvin,Dawley,"3328 Reserve St",705-447-8186
Jennifer,Robinson,"428 René-Lévesque Blvd",514-802-6432
Florence,Cowan,"2802 Sixth Street",604-813-8174
Elise,Fielding,"1116 Kinchant St",250-579-0494
James,Webb,"1634 MacLaren Street",613-913-0018
April,Matos,"3585 Lauzon Parkway",519-322-2507
Thomas,Milam,"3571 Gateway Blvd",780-437-4542
Cathy,Roby,"1743 Tycos Dr",416-595-9340
Jerold,Badillo,"4094 Brew Creek Rd",250-902-9064
Thomas,Hummel,"2874 Eglinton Avenue",416-484-6709
Hildegard,Gurganus,"4294 Fallon Drive",519-529-8935
Linda,Camarillo,"3588 Benton Street",519-498-9650
Billy,Esparza,"106 rue des Églises Est",819-983-4666
Curtis,Moore,"3974 Heatherleigh",905-897-0216
Raymond,Infante,"702 Albert Street",519-773-6637
Richard,Glass,"3416 Dromore Road",902-894-7752
Betty,Council,"2431 René-Lévesque Blvd",514-993-4968
William,Cropper,"4397 5th Avenue",780-774-3403
Sara,Schlegel,"4920 Carling Avenue",613-759-8153
Norman,Hawkins,"1572 Speers Road",905-494-0021
Phyllis,Walker,"2426 11th Ave",403-531-2446
Jason,Coleman,"1399 Richmond Street",905-718-0160
Juliane,Burroughs,"4053 Yonge Street",416-317-2046
Violet,Colby,"2622 Riedel Street",780-715-2970
Delores,Strom,"2246 Balmy Beach Road",519-373-7799
Mary,Maxwell,"4745 Fourth Avenue",403-680-5673
Jermaine,Smith,"3835 Papineau Avenue",514-947-2231
Tonja,Dolce,"3976 Danforth Avenue",416-406-0230
Marie,Sessoms,"2724 Robson St",604-713-2079
Catherine,McKenzie,"3632 Montreal Road",613-745-7050
Jane,Baker,"3430 York St",519-852-5106
Virginia,Birge,"3301 Victoria Park Ave",416-612-8889
Eric,Gilmore,"4352 Tycos Dr",416-883-8840
Julio,Backman,"1058 rue Levy",514-915-9031
Raymond,Vaughan,"2326 Burnt Island Road",705-385-9860
Michael,Kelly,"1212 Danforth Avenue",416-334-7743
Diane,Jetton,"187 Township Rd",780-871-4633
Gilberto,Burch,"2979 47th Avenue",780-923-4468
Peter,Gilkey,"1795 Toy Avenue",905-914-2095
Mark,Hamilton,"1920 Paradise Crescent",418-589-2525
April,Richards,"818 Yonge St",416-721-0106
Irene,Westmoreland,"4007 Fallon Drive",519-338-7988
Madeline,Pugh,"938 St Jean Baptiste St",819-369-5323
Lacey,Mackey,"3002 Fallon Drive",519-799-5712
Cheryl,Jaynes,"2233 Pine Street",780-388-7539
Arnoldo,Bell,"3652 Sheppard Ave",416-336-1645
Patrick,Kimmons,"4850 St Jean Baptiste St",819-652-4696
William,Norton,"3656 rue Ontario Ouest",514-845-4429
Ann,Shealy,"4695 St. John Street",306-567-3457
Donna,Taylor,"1992 Blanshard",250-413-2982
Sherman,McBride,"2097 Sherbrooke Ouest",514-240-4147
Paul,Silva,"493 Victoria Park Ave",416-773-4742
Carl,Ramos,"4259 Lockhart Drive",705-725-7368
William,Paul,"91 Dundas St",416-226-8386
John,Belanger,"2657 5th Avenue",780-765-7048
Alex,Rider,"1130 Runnymede Rd",416-767-7893
Matt,Dew,"525 40th Street",403-283-2558
Cecil,Smith,"3945 Scarth Street",514-489-2045
David,Brown,"469 Main St",204-364-4584
David,Lawrence,"4029 Queens Sq",519-230-8362
Patrick,Roach,"39 St-Jerome Street",450-660-0664
Quinton,Weinberg,"507 St. Paul Street",905-228-7497
Mario,Mitchell,"2536 Leslie Street",905-868-2592
Elizabeth,Howard,"216 Merton Street",416-996-3731
Stephen,Brown,"3146 Paris St",705-521-8034
Laura,Gage,"2910 Merivale Road",613-262-1647
Norman,Smith,"245 Bloor Street",780-582-6182
Joan,Murphy,"2134 Ross Street",613-284-9636
Geneva,Neely,"2660 Galts Ave",403-346-6874
Mary,Hernandez,"3850 Orenda Rd",905-455-2215
Martha,Hill,"50 Wyecroft Road",905-319-0755
Karen,Vivier,"2122 Wyecroft Road",905-857-6583
Irene,Robinson,"526 De la Providence Avenue",819-351-6147
Beata,Hesse,"4192 rue des Églises Est",819-454-8943
Wanda,Santiago,"3718 Papineau Avenue",514-297-1483
William,Lewis,"4886 Wallace Street",250-753-0911
Gregory,McGrath,"900 rue des Églises Est",819-941-1733
Sang,Shoup,"3058 Van Horne Ave",807-221-1496
Jason,Johnson,"3366 Acton Avenue",416-372-2804
Yvonne,Howard,"3229 Bank St",613-520-0415
Nan,Austin,"763 St. John Street",306-455-9664
Carmen,Rasmussen,"4125 rue des Églises Est",819-748-8756
Michelle,Munoz,"2675 Township Rd",780-573-3832
Eugene,Henton,"4 Victoria Park Ave",416-991-0412
John,Rivero,"4556 Maynard Rd",403-835-6039
Lola,Gans,"4108 Papineau Avenue",514-243-9699
Edward,Dulac,"856 47th Avenue",780-645-0300
Morton,Powell,"1727 MacLaren Street",613-660-3554
Lisa,Lynch,"4587 St Jean Baptiste St",819-225-7800
David,Powers,"2738 McGill Road",250-371-2828
Deanna,Davis,"2189 rue Saint-Édouard",819-694-1834
Maria,Smith,"3211 Central Pkwy",905-606-1714
Avis,Johnston,"926 Algoma St",807-346-2825
Mike,Higgins,"481 Silver Springs Blvd",403-288-6798
Jeremy,Rodriguez,"755 Thurston Dr",613-590-2851
Garry,Felton,"2314 40th Street",403-248-1593
Dennis,Johnson,"2004 Reserve St",613-377-8057
Rebecca,Vargas,"3436 Robson St",778-828-3510
Margaret,Gonzales,"671 Leslie Street",905-853-9045
Gwendolyn,Ramos,"1584 Acton Avenue",416-635-7549
Leon,Reed,"3344 Albert Street",306-544-0572
Tony,Dunston,"1209 Sixth Street",604-520-7792
Shelton,Lunsford,"4063 Ontario St",905-937-4069
Glenda,McDonald,"4837 Terry Fox Dr",306-331-4904
Victoria,O'Donnell,"4026 Main St",306-332-1632
Karl,Burdge,"4984 Ste. Catherine Ouest",514-743-8293
Christina,Jennings,"541 St Jean Baptiste St",418-737-7866
Sherry,Metcalf,"991 Eglinton Avenue",647-202-5100
Herminia,Cole,"406 Brew Creek Rd",250-969-4304
Phillip,Sokolowski,"3103 Edson Drive",780-865-1686
Margaret,Clark,"2518 Bay Street",416-875-3584
Melvin,Kisner,"2450 Nelson Street",705-756-1262
Rita,Carpenter,"4844 Rose Street",306-525-1608
Nicole,Lindsey,"293 Lynden Road",705-458-1142
Keith,Brown,"3366 St. Paul Street",905-295-6692
Carol,Drury,"1150 Adelaide St",416-504-2729
Clifford,Hill,"3239 9th Avenue",519-291-4770
Candy,Roberts,"1792 Duke Street",514-246-5803
Karl,Cambra,"4275 Bay Street",416-834-5285
Thomas,Hall,"1595 Halsey Avenue",416-558-0794
Anita,Morrison,"621 Haaglund Rd",250-498-0400
Ervin,Miranda,"695 Island Hwy",250-287-6351
Thomas,Shannon,"3541 Thurston Dr",613-321-5063
Beverly,Bullock,"463 Burdett Avenue",250-881-0369
Maura,Ferry,"4895 Islington Ave",647-229-3664
Tammy,Caldwell,"1303 Rue De La Gare",418-274-7174
Chester,Lange,"1486 Harvest Moon Dr",905-947-7891
Darron,Friedlander,"3806 Lockhart Drive",705-739-2172
Rita,Humphreys,"2110 Water Street",519-502-5152
Tanya,Green,"803 Dundas St",416-229-4139
Daniel,Lamb,"1635 Brew Creek Rd",250-288-7699
Terri,Lopez,"1319 Whitmore Road",905-871-6985
Cathy,Day,"4146 Victoria Park Ave",416-497-0423
Lynn,Erdman,"3732 Bridgeport Rd",905-749-2135
Keith,Perry,"709 Kennedy Rd",905-269-8322
Ryan,Brown,"4697 Wallbridge Loyalist Rd",613-962-8414
Linda,Stratton,"3648 Reserve St",613-628-8401
Angela,Crossland,"4176 Queen Elizabeth Boulevard",416-649-7618
Douglas,Cilley,"2436 Robson St",604-648-4227
Rosemary,Kennett,"40 102nd Avenue",250-489-4053
Maybelle,Roy,"3716 Weston Rd",416-240-9634
Wanda,Jones,"2035 Main St",306-245-0693
Della,Vincent,"3307 Wellington Ave",604-795-9929
Karen,Buchanan,"1312 Nelson Street",807-479-3433
Coreen,Perez,"1859 Sheppard Ave",647-292-0667
Gerard,Cody,"3465 Burdett Avenue",250-595-9063
William,Howard,"2855 Dominion St",613-537-8302
Wayne,Conway,"711 49th Avenue",867-925-2682
Rodney,Hennessey,"4147 Hardy Street",250-862-6110
Kyle,Leonard,"1911 Granville St",902-821-9258
Jamie,Curry,"1863 Carlson Road",250-561-8932
John,Noland,"3768 Lockhart Drive",705-725-9749
Laurie,Martin,"3721 Port Washington Road",403-760-2945
Amanda,Ingrassia,"25 Islington Ave",416-807-4446
Mary,Belcher,"2793 Eglinton Avenue",416-486-5275
Ronald,McNitt,"2229 Parkdale Ave",613-571-1537
Frances,Armour,"2994 Bank St",613-875-3942
Ida,Allain,"1739 Northumberland Street",519-855-3704
Loretta,Vroman,"1368 Lyons Avenue",519-732-2070
Gregory,Henry,"2597 St. John Street",306-965-7320
Rodney,Butler,"4255 Victoria Park Ave",416-791-4716
Earnestine,Boyle,"3245 Brand Road",306-966-2235
Maria,Greenway,"3291 Cardero St",604-280-5806
Alethia,Miranda,"1046 Cordova Street",778-998-0699
Audra,Barry,"3540 Glover Road",604-561-8341
Susan,Perrin,"3383 Princess St",613-542-3942
Tammy,Favors,"3252 Pitfield Blvd",450-781-6715
Darryl,Merriman,"2599 Victoria Park Ave",416-794-7824
Mildred,Ruark,"2621 Alaska Hwy",250-789-9845
John,Vick,"4614 Quayside Dr",604-763-6498
Sally,Kahler,"2137 No. 3 Road",604-233-3629
Tammy,McPeters,"1273 rue des Églises Est",819-768-3581
Mary,Adcock,"2896 Cork St",519-837-3754
Richard,Montiel,"2316 Shaughnessy St",604-468-9506
Melvin,Roy,"8 Bank St",613-277-9454
Jenifer,Scott,"3628 Dry Pine Bay Rd",807-822-4394
Ronald,Conklin,"1678 184th Street",780-289-2645
John,Donati,"621 Bayfield St",905-780-3198
Gayla,Salazar,"4787 Ross Street",613-583-0403
Cheryl,Lawrence,"2532 Galts Ave",403-341-0396
Brian,Norwood,"4573 Lynden Road",905-854-0434
Alejandro,Warner,"1511 Merton Street",416-729-4878
Ruth,Pickett,"1796 St Jean Baptiste St",418-435-8908
Ruby,Lawson,"407 40th Street",403-569-3727
Clare,McCraw,"142 Blanshard",250-385-6290
Kenneth,Carney,"4495 chemin Hudson",514-966-1917
Rachel,Shaw,"1916 Wyecroft Road",905-336-6583
Robert,Figueroa,"4399 George Street",705-741-6456
Aleida,Bishop,"1585 40th Street",403-521-9251
Cheryl,Arnold,"1277 chemin Georges",450-882-5194
Liza,Collins,"2535 Paris St",705-222-5034
Emily,Weist,"4291 Island Hwy",250-332-2944
Raymond,Thompson,"1215 MacLaren Street",613-946-6980
Claudia,Barnum,"4569 Reserve St",613-478-0278
Brendon,Vogel,"3129 11th Ave",403-205-7072
Tim,Newland,"1470 Bloor Street",780-663-2981
Jennifer,Marlow,"3332 White Point Road",902-249-3653
Manuel,Saylor,"3187 rue Ontario Ouest",514-286-6038
James,Wilson,"4493 St. John Street",306-443-1268
Blanche,Price,"310 rue Garneau",418-573-4073
Tracy,Waltman,"1809 Tanner Street",604-789-1206
Richard,Hernandez,"1744 Heritage Drive",403-968-0243
Arthur,Rose,"148 Wellington Street",416-936-8283
Geneva,Brown,"1163 Dry Pine Bay Rd",705-965-8387
Patricia,Urbanek,"3301 Tanner Street",604-431-6044
Kimberly,Denton,"3268 Jasper Ave",780-904-7222
Erica,Nixon,"4987 Barrydowne Road",705-239-6390
Rebecca,Levy,"147 Speers Road",905-417-3520
Edwin,Perez,"697 Cornwall Street",306-634-7728
Angie,Turnbull,"2840 avenue Royale",418-998-5666
Kristina,Martin,"4509 Heritage Drive",403-860-0255
John,Williams,"1932 St. John Street",306-603-0056
Lorraine,Lim,"2739 James Street",705-658-6987
Esther,Workman,"2478 Main St",306-512-3685
Thomas,Wooley,"681 Bay Street",647-838-7517
Mary,Bunker,"3626 Mesa Vista Drive",250-378-5298
Kevin,Kinder,"1076 7th Ave",403-292-9009
Patrick,Westervelt,"4196 Harvest Moon Dr",905-479-6586
John,Ballard,"4314 Glover Road",604-532-0560
Karolyn,Yu,"3011 René-Lévesque Blvd",514-839-1214
Margaret,Evans,"4188 Scarth Street",514-486-1102
Adela,Hatton,"632 Jasper Ave",780-932-3866
Dylan,Hewitt,"1845 Boulevard Laflèche",418-314-3412
Josephine,Vasquez,"612 Fourth Avenue",403-472-5168
Russell,Goodin,"4426 Eglinton Avenue",647-203-3461
Harriet,Rodgers,"392 Bay Street",416-878-6514
Josephine,Garcia,"2695 Cornwall Street",306-842-0431
Randall,Blake,"3477 184th Street",780-977-6631
Gerardo,Thomas,"4551 Davis Drive",905-834-1754
Shirley,Smith,"2406 Exmouth Street",519-383-7345
Alex,Thibodaux,"2487 Yonge Street",416-302-4082
Vicki,Mollett,"1945 Reserve St",613-334-4851
Kelvin,McNeal,"3105 Kennedy Rd",705-761-3273
Christine,Butler,"1496 Main St",902-341-6382
Bryan,Tesch,"1738 Heritage Drive",403-301-8056
Harley,Friedman,"3648 Parkdale Ave",613-363-8940
Wendi,Wyrick,"712 Sixth Street",604-515-8120
Roger,Million,"4066 Roger Street",250-954-4617
Marcia,Corman,"2015 Saskatchewan Dr",418-527-0110
Pete,Cox,"4218 Wyecroft Road",905-319-7218
Harold,Hubert,"4464 Islington Ave",647-222-7799
Nancy,Wright,"419 MacLaren Street",613-350-3549
Arthur,Ladner,"2948 Hamilton Street",613-487-6268
Maricela,Esteves,"3666 rue des Églises Est",819-522-3395
Norman,Diaz,"4778 Carling Avenue",613-327-0422
Mark,Walker,"3113 Woodvale Drive",519-693-8134
Lola,Wong,"818 rue des Champs",418-545-7322
Jean,Baldwin,"1172 Adelaide St",416-504-3284
Caleb,Reed,"429 Robson St",604-443-7252
Lauri,Stewart,"1022 49th Avenue",867-928-0924
John,Chavez,"3506 Jenkins Road",902-836-8171
Cindy,Outten,"514 Victoria Park Ave",416-989-7561
Julius,Cowan,"4291 St Jean Baptiste St",819-222-4780
Charles,Lopez,"966 Heatherleigh",905-306-5246
Nicole,Watts,"1747 Beaver Creek",905-764-0990
Mary,Harrington,"2487 Heritage Drive",403-852-4523
Maggie,Collins,"1282 Hammarskjold Dr",604-473-2129
Carol,Allen,"1237 Baker Street",519-495-5077
Patricia,Miller,"1987 Roger Street",250-248-7292
Michael,Oberg,"1500 Summerfield Blvd",780-608-5706
Keith,Hiner,"105 Richford Road",450-244-9753
Roberto,Waters,"249 Bayfield St",905-506-1297
Sharon,Matthews,"2459 Sheppard Ave",647-292-8124
Christine,Doggett,"676 102nd Avenue",250-863-1412
Vera,Chambers,"3978 Duke Street",514-208-0061
Milton,Franklin,"3188 rue Garneau",418-670-2315
Josephine,Whang,"1048 40th Street",403-888-7374
Jackie,Blake,"1025 Merivale Road",613-274-2417
Edda,Ricketts,"1143 Carlson Road",250-612-2083
Ervin,Bennett,"4316 Lockhart Drive",705-623-1997
Micheal,Steffan,"1293 Reserve St",613-398-5617
Maria,Deangelis,"3269 Central Pkwy",905-609-4928
Rose,Reiley,"2571 Bloor Street",780-593-6096
Jesse,Peltier,"4306 Venture Place",780-849-9327
Robert,Donnell,"1393 Eglinton Avenue",416-843-3933
Kenneth,Young,"1199 Yonge Street",416-944-3518
Myrtis,Lash,"2840 Richford Road",450-245-4457
Bill,Keenum,"1176 Carlson Road",250-277-5417
Jonathan,Noble,"2239 Woodvale Drive",519-269-0034
Kristin,Calles,"4375 Adelaide St",416-594-7048
Larry,Arnett,"133 Neilson Avenue",416-261-0913
Jose,Diaz,"1871 Speers Road",905-257-2439
Erica,Cobb,"1682 Main St",204-672-9428
Wayne,Williams,"12 Saint-Denis Street",514-697-1075
Ronald,Vincent,"2509 Fox Run Dr",902-658-0829
Damien,Barkley,"1064 De la Providence Avenue",819-328-6791
James,Alvarez,"3779 James Street",905-688-6509
Mark,Vedder,"687 Nelson Street",807-773-0560
Jarrett,Young,"1265 Lockhart Drive",705-739-4303
Beatrice,Rivera,"495 Burdett Avenue",250-654-7715
Josephine,Jones,"1582 49th Avenue",867-928-1927
Bryon,Gonzales,"4131 Scotts Lane",250-752-2012
Courtney,Raper,"3706 Sixth Street",604-529-8528
Joyce,Foreman,"4956 Algonquin Blvd",705-465-4197
Roy,McGlade,"1937 Churchill Plaza",705-946-2863
Craig,Montoya,"4504 Reserve St",613-582-1834
Rebecca,Bozeman,"1721 Joseph St",519-895-0581
Paul,Harris,"1774 Pine Street",780-929-3794
Barry,Boatright,"2620 Burdett Avenue",250-588-1329
Alexander,Flanagan,"4260 Saint-Denis Street",514-426-1211
Philip,Teixeira,"58 rue Principale",819-732-6265
Catalina,Grate,"813 rue Boulay",450-253-9670
Steven,Happel,"776 11th Ave",403-303-4958
Lawrence,Miller,"3746 Blanshard",250-857-7101
Clifford,Green,"2460 11th Ave",403-543-3731
Margaret,Carrion,"2101 St. John Street",306-742-0316
Steven,Daniels,"1530 Hamilton Street",613-487-1024
William,Kinard,"1021 Township Rd",780-872-8128
Anita,Ruiz,"4817 Papineau Avenue",514-892-4923
Dale,McCain,"4028 Nelson Street",807-977-5217
Gloria,Moore,"2834 Bellwood Acres Rd",705-384-7488
Oscar,Li,"4714 Runnymede Rd",416-760-3025
Kenneth,Terry,"3466 Boulevard Ste-Geneviève",418-550-5385
Erin,Sippel,"2864 Sturgeon Drive",780-992-9773
Trevor,Glover,"2871 40th Street",403-717-6001
Margaret,Reynolds,"4652 Thurston Dr",613-590-0531
Michael,Cooper,"4266 Tchesinkut Lake Rd",250-842-8296
Anthony,Jiron,"1026 11th Ave",403-531-7908
Linda,Whiting,"1531 rue Fournier",450-822-1819
Kathy,Pearson,"4475 Haaglund Rd",250-443-9570
Jesse,Polk,"2906 De la Providence Avenue",819-216-0077
Ella,Dickinson,"95 Roger Street",250-897-6191
Michael,Knarr,"1598 Alaska Hwy",867-444-4048
Elizabeth,Taylor,"3918 Boulevard Laflèche",418-894-2906
Melba,Sieber,"4652 Kennedy Rd",705-341-5077
Don,Mitchell,"2324 53rd Street",403-844-7123
Jessie,Mogensen,"4999 Bank St",613-739-1644
Robert,Johnson,"3214 Eglinton Avenue",647-274-1868
Kathryn,Campbell,"1613 102nd Avenue",250-551-4420
Margaret,Kirk,"3030 MacLaren Street",613-948-8196
Karen,Dixon,"4219 Port Washington Road",403-395-9692
Eddie,Hopkins,"2085 Queens Bay",250-353-4294
Daniel,Blair,"3875 Fallon Drive",519-523-7535
Allan,Vaughn,"3715 Fallon Drive",519-531-3315
Adrienne,Oliver,"4648 47th Avenue",867-966-1930
Melissa,Hart,"2220 Victoria Park Ave",647-299-0949
Edward,Koerner,"110 Queens Sq",519-249-1556
Mary,Garay,"2720 Thurston Dr",819-923-4979
Diane,Millar,"1392 James Street",705-364-6414
Vicki,Sheppard,"1027 Orenda Rd",905-452-9888
Carolyn,Mayne,"196 Papineau Avenue",514-944-7533
Joseph,Lopez,"3863 184th Street",780-718-0364
Felicia,Mann,"4714 Bay Street",416-829-2103
Barbara,Popa,"4271 47th Avenue",780-383-0605
Dorothy,Woods,"4824 Edgehill Terrace",902-368-7465
Marsha,Day,"4433 Wascana Parkway",306-522-8614
Pamela,Stevens,"4504 Ganges Road",250-653-1084
George,Green,"3527 Davis Drive",905-714-4019
Felicia,Norris,"1975 Roger Street",250-642-3926
Rita,Trotta,"323 Côte Joyeuse",819-395-8869
Margo,Ramsey,"1655 Exmouth Street",519-464-7456
Tammy,Roberts,"4068 11th Ave",403-303-4826
Linda,Hutton,"3061 Jade St",250-747-7966
John,Anderson,"1458 St. Paul Street",289-241-8569
Keeley,Willis,"3 Silver Springs Blvd",403-247-3794
Albert,Lopez,"1919 Wallbridge Loyalist Rd",613-771-1413
Andra,Ruiz,"3469 9th Ave",403-380-1531
Daniel,Woodard,"2902 Burdett Avenue",250-655-4695
